year,metric,value,kind,league
1943,ERA_roll3,3.5692223495384123,pitching,MLB
1944,ERA_roll3,3.446054182072223,pitching,MLB
1945,ERA_roll3,3.478671355380643,pitching,MLB
1946,ERA_roll3,3.520096763725927,pitching,MLB
1947,ERA_roll3,3.641689808589009,pitching,MLB
1948,ERA_roll3,3.8205093384564273,pitching,MLB
1949,ERA_roll3,4.040825290908813,pitching,MLB
1950,ERA_roll3,4.1985903643759706,pitching,MLB
1951,ERA_roll3,4.172051450133449,pitching,MLB
1952,ERA_roll3,4.033498013336155,pitching,MLB
1953,ERA_roll3,3.9598686349925196,pitching,MLB
1954,ERA_roll3,3.912502932829692,pitching,MLB
1955,ERA_roll3,4.011348096477634,pitching,MLB
1956,ERA_roll3,3.9535118922969352,pitching,MLB
1957,ERA_roll3,3.9321304745553074,pitching,MLB
1958,ERA_roll3,3.8858464745522006,pitching,MLB
1959,ERA_roll3,3.865844632063256,pitching,MLB
1960,ERA_roll3,3.8605817804525238,pitching,MLB
1961,ERA_roll3,3.9162163899263613,pitching,MLB
1962,ERA_roll3,3.9332611609643897,pitching,MLB
1963,ERA_roll3,3.8138692027437835,pitching,MLB
1964,ERA_roll3,3.664891799056532,pitching,MLB
1965,ERA_roll3,3.5127517643315787,pitching,MLB
1966,ERA_roll3,3.5333658803782106,pitching,MLB
1967,ERA_roll3,3.4409224443516244,pitching,MLB
1968,ERA_roll3,3.2687055201835062,pitching,MLB
1969,ERA_roll3,3.2994690404199996,pitching,MLB
1970,ERA_roll3,3.4937494214468736,pitching,MLB
1971,ERA_roll3,3.6559473987319073,pitching,MLB
1972,ERA_roll3,3.5397357920514536,pitching,MLB
1973,ERA_roll3,3.4931483940288017,pitching,MLB
1974,ERA_roll3,3.5459859508739267,pitching,MLB
1975,ERA_roll3,3.694674433289245,pitching,MLB
1976,ERA_roll3,3.617318994798932,pitching,MLB
1977,ERA_roll3,3.7413162481380877,pitching,MLB
1978,ERA_roll3,3.7334664177869787,pitching,MLB
1979,ERA_roll3,3.896383852975315,pitching,MLB
1980,ERA_roll3,3.843900677064059,pitching,MLB
1981,ERA_roll3,3.8094123301686955,pitching,MLB
1982,ERA_roll3,3.762770458312545,pitching,MLB
1983,ERA_roll3,3.773099023682294,pitching,MLB
1984,ERA_roll3,3.8488652911892824,pitching,MLB
1985,ERA_roll3,3.8590848132570557,pitching,MLB
1986,ERA_roll3,3.8922998461466976,pitching,MLB
1987,ERA_roll3,4.0531831025428415,pitching,MLB
1988,ERA_roll3,3.9998301610147933,pitching,MLB
1989,ERA_roll3,3.9126539886589735,pitching,MLB
1990,ERA_roll3,3.7685983672151697,pitching,MLB
1991,ERA_roll3,3.8278273624097925,pitching,MLB
1992,ERA_roll3,3.8393833383199945,pitching,MLB
1993,ERA_roll3,3.949158216113696,pitching,MLB
1994,ERA_roll3,4.149279072096832,pitching,MLB
1995,ERA_roll3,4.384582851293467,pitching,MLB
1996,ERA_roll3,4.524670160690319,pitching,MLB
1997,ERA_roll3,4.483873842161721,pitching,MLB
1998,ERA_roll3,4.477210274501278,pitching,MLB
1999,ERA_roll3,4.509772087338937,pitching,MLB
2000,ERA_roll3,4.636599093728777,pitching,MLB
2001,ERA_roll3,4.631924249528705,pitching,MLB
2002,ERA_roll3,4.488599723484341,pitching,MLB
2003,ERA_roll3,4.365289709678952,pitching,MLB
2004,ERA_roll3,4.381027653716484,pitching,MLB
2005,ERA_roll3,4.385151738082615,pitching,MLB
2006,ERA_roll3,4.42751190258825,pitching,MLB
2007,ERA_roll3,4.430295329546223,pitching,MLB
2008,ERA_roll3,4.441244568032432,pitching,MLB
2009,ERA_roll3,4.3728833818494754,pitching,MLB
2010,ERA_roll3,4.2416621470876095,pitching,MLB
2011,ERA_roll3,4.11453432544062,pitching,MLB
2012,ERA_roll3,4.012192850466598,pitching,MLB
2013,ERA_roll3,3.9409448279437793,pitching,MLB
2014,ERA_roll3,3.873822425932724,pitching,MLB
2015,ERA_roll3,3.8561749730652353,pitching,MLB
2016,ERA_roll3,3.9641760538147497,pitching,MLB
2017,ERA_roll3,4.169894654952804,pitching,MLB
2018,ERA_roll3,4.232475802102946,pitching,MLB
2019,ERA_roll3,4.337732626942026,pitching,MLB
2020,ERA_roll3,4.369416771661733,pitching,MLB
2021,ERA_roll3,4.408203513617356,pitching,MLB
2022,ERA_roll3,4.229159817670016,pitching,MLB
2023,ERA_roll3,4.188644327392022,pitching,MLB
2024,ERA_roll3,4.1263273863865875,pitching,MLB
1876,SO_roll3,589.0,pitching,MLB
1877,SO_roll3,657.5,pitching,MLB
1878,SO_roll3,798.6666666666666,pitching,MLB
1879,SO_roll3,1216.6666666666667,pitching,MLB
1880,SO_roll3,1637.6666666666667,pitching,MLB
1881,SO_roll3,1872.0,pitching,MLB
1882,SO_roll3,1976.3333333333333,pitching,MLB
1883,SO_roll3,2272.3333333333335,pitching,MLB
1884,SO_roll3,3122.6666666666665,pitching,MLB
1885,SO_roll3,3515.6666666666665,pitching,MLB
1886,SO_roll3,3997.0,pitching,MLB
1887,SO_roll3,3498.6666666666665,pitching,MLB
1888,SO_roll3,3720.3333333333335,pitching,MLB
1889,SO_roll3,3449.3333333333335,pitching,MLB
1890,SO_roll3,3738.3333333333335,pitching,MLB
1891,SO_roll3,3618.6666666666665,pitching,MLB
1892,SO_roll3,4442.0,pitching,MLB
1893,SO_roll3,4320.333333333333,pitching,MLB
1894,SO_roll3,4217.666666666667,pitching,MLB
1895,SO_roll3,3432.6666666666665,pitching,MLB
1896,SO_roll3,3493.0,pitching,MLB
1897,SO_roll3,3626.6666666666665,pitching,MLB
1898,SO_roll3,3834.6666666666665,pitching,MLB
1899,SO_roll3,3949.3333333333335,pitching,MLB
1900,SO_roll3,3603.6666666666665,pitching,MLB
1901,SO_roll3,4513.666666666667,pitching,MLB
1902,SO_roll3,5443.333333333333,pitching,MLB
1903,SO_roll3,7199.666666666667,pitching,MLB
1904,SO_roll3,7975.0,pitching,MLB
1905,SO_roll3,8946.0,pitching,MLB
1906,SO_roll3,9323.333333333334,pitching,MLB
1907,SO_roll3,9121.0,pitching,MLB
1908,SO_roll3,8968.0,pitching,MLB
1909,SO_roll3,9053.666666666666,pitching,MLB
1910,SO_roll3,9387.666666666666,pitching,MLB
1911,SO_roll3,9646.0,pitching,MLB
1912,SO_roll3,9789.333333333334,pitching,MLB
1913,SO_roll3,9709.666666666666,pitching,MLB
1914,SO_roll3,9694.0,pitching,MLB
1915,SO_roll3,9627.666666666666,pitching,MLB
1916,SO_roll3,9649.666666666666,pitching,MLB
1917,SO_roll3,9250.666666666666,pitching,MLB
1918,SO_roll3,8013.666666666667,pitching,MLB
1919,SO_roll3,7129.0,pitching,MLB
1920,SO_roll3,6671.666666666667,pitching,MLB
1921,SO_roll3,7034.0,pitching,MLB
1922,SO_roll3,7055.333333333333,pitching,MLB
1923,SO_roll3,6968.0,pitching,MLB
1924,SO_roll3,6855.333333333333,pitching,MLB
1925,SO_roll3,6772.666666666667,pitching,MLB
1926,SO_roll3,6708.666666666667,pitching,MLB
1927,SO_roll3,6799.0,pitching,MLB
1928,SO_roll3,6934.666666666667,pitching,MLB
1929,SO_roll3,7009.0,pitching,MLB
1930,SO_roll3,7354.0,pitching,MLB
1931,SO_roll3,7625.333333333333,pitching,MLB
1932,SO_roll3,7898.666666666667,pitching,MLB
1933,SO_roll3,7736.333333333333,pitching,MLB
1934,SO_roll3,7910.0,pitching,MLB
1935,SO_roll3,7962.666666666667,pitching,MLB
1936,SO_roll3,8226.0,pitching,MLB
1937,SO_roll3,8418.333333333334,pitching,MLB
1938,SO_roll3,8527.0,pitching,MLB
1939,SO_roll3,8622.0,pitching,MLB
1940,SO_roll3,8638.666666666666,pitching,MLB
1941,SO_roll3,8803.333333333334,pitching,MLB
1942,SO_roll3,8742.0,pitching,MLB
1943,SO_roll3,8577.333333333334,pitching,MLB
1944,SO_roll3,8353.0,pitching,MLB
1945,SO_roll3,8258.666666666666,pitching,MLB
1946,SO_roll3,8623.666666666666,pitching,MLB
1947,SO_roll3,8947.0,pitching,MLB
1948,SO_roll3,9270.333333333334,pitching,MLB
1949,SO_roll3,9033.333333333334,pitching,MLB
1950,SO_roll3,9177.333333333334,pitching,MLB
1951,SO_roll3,9284.0,pitching,MLB
1952,SO_roll3,9766.666666666666,pitching,MLB
1953,SO_roll3,9984.333333333334,pitching,MLB
1954,SO_roll3,10275.666666666666,pitching,MLB
1955,SO_roll3,10419.333333333334,pitching,MLB
1956,SO_roll3,10849.0,pitching,MLB
1957,SO_roll3,11432.0,pitching,MLB
1958,SO_roll3,11899.666666666666,pitching,MLB
1959,SO_roll3,12266.0,pitching,MLB
1960,SO_roll3,12550.333333333334,pitching,MLB
1961,SO_roll3,13458.333333333334,pitching,MLB
1962,SO_roll3,15112.0,pitching,MLB
1963,SO_roll3,17097.333333333332,pitching,MLB
1964,SO_roll3,18517.333333333332,pitching,MLB
1965,SO_roll3,19089.333333333332,pitching,MLB
1966,SO_roll3,19100.0,pitching,MLB
1967,SO_roll3,19167.0,pitching,MLB
1968,SO_roll3,19120.333333333332,pitching,MLB
1969,SO_roll3,20343.0,pitching,MLB
1970,SO_roll3,21330.0,pitching,MLB
1971,SO_roll3,21934.333333333332,pitching,MLB
1972,SO_roll3,21349.333333333332,pitching,MLB
1973,SO_roll3,20677.333333333332,pitching,MLB
1974,SO_roll3,20190.333333333332,pitching,MLB
1975,SO_roll3,19711.0,pitching,MLB
1976,SO_roll3,19173.333333333332,pitching,MLB
1977,SO_roll3,19915.666666666668,pitching,MLB
1978,SO_roll3,20175.0,pitching,MLB
1979,SO_roll3,20605.0,pitching,MLB
1980,SO_roll3,20101.666666666668,pitching,MLB
1981,SO_roll3,17828.0,pitching,MLB
1982,SO_roll3,18223.333333333332,pitching,MLB
1983,SO_roll3,18724.666666666668,pitching,MLB
1984,SO_roll3,21812.333333333332,pitching,MLB
1985,SO_roll3,22222.333333333332,pitching,MLB
1986,SO_roll3,23219.0,pitching,MLB
1987,SO_roll3,24085.333333333332,pitching,MLB
1988,SO_roll3,24386.666666666668,pitching,MLB
1989,SO_roll3,24034.666666666668,pitching,MLB
1990,SO_roll3,23619.333333333332,pitching,MLB
1991,SO_roll3,23964.333333333332,pitching,MLB
1992,SO_roll3,23927.0,pitching,MLB
1993,SO_roll3,24746.0,pitching,MLB
1994,SO_roll3,23204.666666666668,pitching,MLB
1995,SO_roll3,23833.666666666668,pitching,MLB
1996,SO_roll3,24833.0,pitching,MLB
1997,SO_roll3,28223.333333333332,pitching,MLB
1998,SO_roll3,30379.333333333332,pitching,MLB
1999,SO_roll3,30983.0,pitching,MLB
2000,SO_roll3,31456.0,pitching,MLB
2001,SO_roll3,31626.333333333332,pitching,MLB
2002,SO_roll3,31718.0,pitching,MLB
2003,SO_roll3,31533.0,pitching,MLB
2004,SO_roll3,31341.0,pitching,MLB
2005,SO_roll3,31091.0,pitching,MLB
2006,SO_roll3,31375.666666666668,pitching,MLB
2007,SO_roll3,31496.0,pitching,MLB
2008,SO_roll3,32242.666666666668,pitching,MLB
2009,SO_roll3,32888.0,pitching,MLB
2010,SO_roll3,33593.666666666664,pitching,MLB
2011,SO_roll3,34128.333333333336,pitching,MLB
2012,SO_roll3,35073.333333333336,pitching,MLB
2013,SO_roll3,35874.666666666664,pitching,MLB
2014,SO_roll3,36859.0,pitching,MLB
2015,SO_roll3,37199.0,pitching,MLB
2016,SO_roll3,37956.333333333336,pitching,MLB
2017,SO_roll3,38844.0,pitching,MLB
2018,SO_roll3,40097.666666666664,pitching,MLB
2019,SO_roll3,41378.0,pitching,MLB
2020,SO_roll3,33205.333333333336,pitching,MLB
2021,SO_roll3,33518.0,pitching,MLB
2022,SO_roll3,32847.666666666664,pitching,MLB
2023,SO_roll3,41600.0,pitching,MLB
2024,SO_roll3,41284.0,pitching,MLB
1876,BB_roll3,336.0,pitching,MLB
1877,BB_roll3,341.0,pitching,MLB
1878,BB_roll3,348.6666666666667,pitching,MLB
1879,BB_roll3,406.0,pitching,MLB
1880,BB_roll3,537.0,pitching,MLB
1881,BB_roll3,761.0,pitching,MLB
1882,BB_roll3,910.6666666666666,pitching,MLB
1883,BB_roll3,1038.0,pitching,MLB
1884,BB_roll3,1299.6666666666667,pitching,MLB
1885,BB_roll3,1595.3333333333333,pitching,MLB
1886,BB_roll3,2018.6666666666667,pitching,MLB
1887,BB_roll3,2322.3333333333335,pitching,MLB
1888,BB_roll3,2405.0,pitching,MLB
1889,BB_roll3,2812.3333333333335,pitching,MLB
1890,BB_roll3,3158.6666666666665,pitching,MLB
1891,BB_roll3,3729.3333333333335,pitching,MLB
1892,BB_roll3,4584.333333333333,pitching,MLB
1893,BB_roll3,5375.0,pitching,MLB
1894,BB_roll3,6063.666666666667,pitching,MLB
1895,BB_roll3,5711.0,pitching,MLB
1896,BB_roll3,5281.333333333333,pitching,MLB
1897,BB_roll3,4901.0,pitching,MLB
1898,BB_roll3,4891.666666666667,pitching,MLB
1899,BB_roll3,4933.333333333333,pitching,MLB
1900,BB_roll3,4368.333333333333,pitching,MLB
1901,BB_roll3,4492.666666666667,pitching,MLB
1902,BB_roll3,4647.0,pitching,MLB
1903,BB_roll3,5450.666666666667,pitching,MLB
1904,BB_roll3,5543.0,pitching,MLB
1905,BB_roll3,5819.666666666667,pitching,MLB
1906,BB_roll3,6090.666666666667,pitching,MLB
1907,BB_roll3,6280.666666666667,pitching,MLB
1908,BB_roll3,6229.666666666667,pitching,MLB
1909,BB_roll3,6364.666666666667,pitching,MLB
1910,BB_roll3,6756.333333333333,pitching,MLB
1911,BB_roll3,7355.666666666667,pitching,MLB
1912,BB_roll3,7688.666666666667,pitching,MLB
1913,BB_roll3,7633.666666666667,pitching,MLB
1914,BB_roll3,7502.0,pitching,MLB
1915,BB_roll3,7443.0,pitching,MLB
1916,BB_roll3,7365.0,pitching,MLB
1917,BB_roll3,7153.666666666667,pitching,MLB
1918,BB_roll3,6568.0,pitching,MLB
1919,BB_roll3,6199.0,pitching,MLB
1920,BB_roll3,6177.666666666667,pitching,MLB
1921,BB_roll3,6543.333333333333,pitching,MLB
1922,BB_roll3,6955.666666666667,pitching,MLB
1923,BB_roll3,7212.666666666667,pitching,MLB
1924,BB_roll3,7388.333333333333,pitching,MLB
1925,BB_roll3,7571.666666666667,pitching,MLB
1926,BB_roll3,7598.666666666667,pitching,MLB
1927,BB_roll3,7628.333333333333,pitching,MLB
1928,BB_roll3,7593.0,pitching,MLB
1929,BB_roll3,7704.333333333333,pitching,MLB
1930,BB_roll3,7772.333333333333,pitching,MLB
1931,BB_roll3,7774.666666666667,pitching,MLB
1932,BB_roll3,7618.0,pitching,MLB
1933,BB_roll3,7519.333333333333,pitching,MLB
1934,BB_roll3,7579.666666666667,pitching,MLB
1935,BB_roll3,7676.333333333333,pitching,MLB
1936,BB_roll3,8031.666666666667,pitching,MLB
1937,BB_roll3,8229.0,pitching,MLB
1938,BB_roll3,8495.333333333334,pitching,MLB
1939,BB_roll3,8516.333333333334,pitching,MLB
1940,BB_roll3,8457.333333333334,pitching,MLB
1941,BB_roll3,8544.666666666666,pitching,MLB
1942,BB_roll3,8513.666666666666,pitching,MLB
1943,BB_roll3,8542.333333333334,pitching,MLB
1944,BB_roll3,8219.666666666666,pitching,MLB
1945,BB_roll3,8190.333333333333,pitching,MLB
1946,BB_roll3,8334.333333333334,pitching,MLB
1947,BB_roll3,8763.0,pitching,MLB
1948,BB_roll3,9205.666666666666,pitching,MLB
1949,BB_roll3,9618.0,pitching,MLB
1950,BB_roll3,9866.666666666666,pitching,MLB
1951,BB_roll3,9744.333333333334,pitching,MLB
1952,BB_roll3,9333.333333333334,pitching,MLB
1953,BB_roll3,8911.333333333334,pitching,MLB
1954,BB_roll3,8836.333333333334,pitching,MLB
1955,BB_roll3,8923.333333333334,pitching,MLB
1956,BB_roll3,9027.0,pitching,MLB
1957,BB_roll3,8741.0,pitching,MLB
1958,BB_roll3,8434.0,pitching,MLB
1959,BB_roll3,8162.0,pitching,MLB
1960,BB_roll3,8231.666666666666,pitching,MLB
1961,BB_roll3,8821.666666666666,pitching,MLB
1962,BB_roll3,9739.0,pitching,MLB
1963,BB_roll3,10141.333333333334,pitching,MLB
1964,BB_roll3,10049.333333333334,pitching,MLB
1965,BB_roll3,9749.333333333334,pitching,MLB
1966,BB_roll3,9662.666666666666,pitching,MLB
1967,BB_roll3,9677.333333333334,pitching,MLB
1968,BB_roll3,9384.0,pitching,MLB
1969,BB_roll3,10750.0,pitching,MLB
1970,BB_roll3,12104.0,pitching,MLB
1971,BB_roll3,13230.666666666666,pitching,MLB
1972,BB_roll3,12663.333333333334,pitching,MLB
1973,BB_roll3,12454.333333333334,pitching,MLB
1974,BB_roll3,12596.666666666666,pitching,MLB
1975,BB_roll3,13155.0,pitching,MLB
1976,BB_roll3,12918.666666666666,pitching,MLB
1977,BB_roll3,13183.333333333334,pitching,MLB
1978,BB_roll3,13238.0,pitching,MLB
1979,BB_roll3,13641.333333333334,pitching,MLB
1980,BB_roll3,13452.333333333334,pitching,MLB
1981,BB_roll3,11886.333333333334,pitching,MLB
1982,BB_roll3,11786.666666666666,pitching,MLB
1983,BB_roll3,11896.0,pitching,MLB
1984,BB_roll3,13380.0,pitching,MLB
1985,BB_roll3,13558.666666666666,pitching,MLB
1986,BB_roll3,13795.0,pitching,MLB
1987,BB_roll3,14151.333333333334,pitching,MLB
1988,BB_roll3,13866.666666666666,pitching,MLB
1989,BB_roll3,13633.666666666666,pitching,MLB
1990,BB_roll3,13454.666666666666,pitching,MLB
1991,BB_roll3,13788.0,pitching,MLB
1992,BB_roll3,13839.333333333334,pitching,MLB
1993,BB_roll3,14258.666666666666,pitching,MLB
1994,BB_roll3,13307.666666666666,pitching,MLB
1995,BB_roll3,13493.666666666666,pitching,MLB
1996,BB_roll3,13821.333333333334,pitching,MLB
1997,BB_roll3,15333.0,pitching,MLB
1998,BB_roll3,16068.666666666666,pitching,MLB
1999,BB_roll3,16668.0,pitching,MLB
2000,BB_roll3,17525.0,pitching,MLB
2001,BB_roll3,17311.333333333332,pitching,MLB
2002,BB_roll3,16763.0,pitching,MLB
2003,BB_roll3,15980.333333333334,pitching,MLB
2004,BB_roll3,16119.0,pitching,MLB
2005,BB_roll3,15772.666666666666,pitching,MLB
2006,BB_roll3,15758.666666666666,pitching,MLB
2007,BB_roll3,15711.0,pitching,MLB
2008,BB_roll3,16087.666666666666,pitching,MLB
2009,BB_roll3,16345.333333333334,pitching,MLB
2010,BB_roll3,16245.0,pitching,MLB
2011,BB_roll3,15805.333333333334,pitching,MLB
2012,BB_roll3,15168.333333333334,pitching,MLB
2013,BB_roll3,14789.0,pitching,MLB
2014,BB_roll3,14456.333333333334,pitching,MLB
2015,BB_roll3,14244.333333333334,pitching,MLB
2016,BB_roll3,14393.666666666666,pitching,MLB
2017,BB_roll3,14996.666666666666,pitching,MLB
2018,BB_roll3,15534.333333333334,pitching,MLB
2019,BB_roll3,15803.333333333334,pitching,MLB
2020,BB_roll3,12557.666666666666,pitching,MLB
2021,BB_roll3,12593.666666666666,pitching,MLB
2022,BB_roll3,12246.333333333334,pitching,MLB
2023,BB_roll3,15488.666666666666,pitching,MLB
2024,BB_roll3,15200.333333333334,pitching,MLB
1876,HR_roll3,40.0,pitching,MLB
1877,HR_roll3,32.0,pitching,MLB
1878,HR_roll3,29.0,pitching,MLB
1879,HR_roll3,35.0,pitching,MLB
1880,HR_roll3,47.666666666666664,pitching,MLB
1881,HR_roll3,65.33333333333333,pitching,MLB
1882,HR_roll3,88.0,pitching,MLB
1883,HR_roll3,108.66666666666667,pitching,MLB
1884,HR_roll3,190.33333333333334,pitching,MLB
1885,HR_roll3,206.33333333333334,pitching,MLB
1886,HR_roll3,248.0,pitching,MLB
1887,HR_roll3,268.6666666666667,pitching,MLB
1888,HR_roll3,321.6666666666667,pitching,MLB
1889,HR_roll3,362.3333333333333,pitching,MLB
1890,HR_roll3,320.3333333333333,pitching,MLB
1891,HR_roll3,307.3333333333333,pitching,MLB
1892,HR_roll3,322.6666666666667,pitching,MLB
1893,HR_roll3,390.3333333333333,pitching,MLB
1894,HR_roll3,502.0,pitching,MLB
1895,HR_roll3,525.6666666666666,pitching,MLB
1896,HR_roll3,507.0,pitching,MLB
1897,HR_roll3,420.0,pitching,MLB
1898,HR_roll3,357.0,pitching,MLB
1899,HR_roll3,339.6666666666667,pitching,MLB
1900,HR_roll3,301.6666666666667,pitching,MLB
1901,HR_roll3,353.6666666666667,pitching,MLB
1902,HR_roll3,354.3333333333333,pitching,MLB
1903,HR_roll3,381.3333333333333,pitching,MLB
1904,HR_roll3,340.0,pitching,MLB
1905,HR_roll3,334.6666666666667,pitching,MLB
1906,HR_roll3,310.0,pitching,MLB
1907,HR_roll3,281.0,pitching,MLB
1908,HR_roll3,257.3333333333333,pitching,MLB
1909,HR_roll3,256.6666666666667,pitching,MLB
1910,HR_roll3,295.6666666666667,pitching,MLB
1911,HR_roll3,378.0,pitching,MLB
1912,HR_roll3,439.3333333333333,pitching,MLB
1913,HR_roll3,475.3333333333333,pitching,MLB
1914,HR_roll3,442.3333333333333,pitching,MLB
1915,HR_roll3,423.0,pitching,MLB
1916,HR_roll3,394.3333333333333,pitching,MLB
1917,HR_roll3,367.6666666666667,pitching,MLB
1918,HR_roll3,317.6666666666667,pitching,MLB
1919,HR_roll3,339.0,pitching,MLB
1920,HR_roll3,437.3333333333333,pitching,MLB
1921,HR_roll3,671.3333333333334,pitching,MLB
1922,HR_roll3,874.0,pitching,MLB
1923,HR_roll3,990.6666666666666,pitching,MLB
1924,HR_roll3,977.0,pitching,MLB
1925,HR_roll3,1015.0,pitching,MLB
1926,HR_roll3,976.0,pitching,MLB
1927,HR_roll3,984.6666666666666,pitching,MLB
1928,HR_roll3,959.3333333333334,pitching,MLB
1929,HR_roll3,1121.3333333333333,pitching,MLB
1930,HR_roll3,1335.6666666666667,pitching,MLB
1931,HR_roll3,1327.6666666666667,pitching,MLB
1932,HR_roll3,1330.6666666666667,pitching,MLB
1933,HR_roll3,1164.6666666666667,pitching,MLB
1934,HR_roll3,1256.3333333333333,pitching,MLB
1935,HR_roll3,1245.3333333333333,pitching,MLB
1936,HR_roll3,1344.3333333333333,pitching,MLB
1937,HR_roll3,1373.0,pitching,MLB
1938,HR_roll3,1423.0,pitching,MLB
1939,HR_roll3,1450.0,pitching,MLB
1940,HR_roll3,1497.0,pitching,MLB
1941,HR_roll3,1449.0,pitching,MLB
1942,HR_roll3,1324.3333333333333,pitching,MLB
1943,HR_roll3,1102.3333333333333,pitching,MLB
1944,HR_roll3,1003.3333333333334,pitching,MLB
1945,HR_roll3,982.0,pitching,MLB
1946,HR_roll3,1085.3333333333333,pitching,MLB
1947,HR_roll3,1262.3333333333333,pitching,MLB
1948,HR_roll3,1445.0,pitching,MLB
1949,HR_roll3,1608.0,pitching,MLB
1950,HR_roll3,1777.3333333333333,pitching,MLB
1951,HR_roll3,1880.0,pitching,MLB
1952,HR_roll3,1879.0,pitching,MLB
1953,HR_roll3,1880.0,pitching,MLB
1954,HR_roll3,1904.6666666666667,pitching,MLB
1955,HR_roll3,2079.0,pitching,MLB
1956,HR_roll3,2151.6666666666665,pitching,MLB
1957,HR_roll3,2240.0,pitching,MLB
1958,HR_roll3,2245.3333333333335,pitching,MLB
1959,HR_roll3,2230.6666666666665,pitching,MLB
1960,HR_roll3,2206.0,pitching,MLB
1961,HR_roll3,2369.3333333333335,pitching,MLB
1962,HR_roll3,2619.6666666666665,pitching,MLB
1963,HR_roll3,2811.6666666666665,pitching,MLB
1964,HR_roll3,2822.3333333333335,pitching,MLB
1965,HR_roll3,2718.0,pitching,MLB
1966,HR_roll3,2731.0,pitching,MLB
1967,HR_roll3,2576.6666666666665,pitching,MLB
1968,HR_roll3,2345.6666666666665,pitching,MLB
1969,HR_roll3,2471.0,pitching,MLB
1970,HR_roll3,2847.6666666666665,pitching,MLB
1971,HR_roll3,3137.0,pitching,MLB
1972,HR_roll3,2942.0,pitching,MLB
1973,HR_roll3,2833.0,pitching,MLB
1974,HR_roll3,2761.6666666666665,pitching,MLB
1975,HR_roll3,2816.6666666666665,pitching,MLB
1976,HR_roll3,2527.6666666666665,pitching,MLB
1977,HR_roll3,2859.3333333333335,pitching,MLB
1978,HR_roll3,2945.0,pitching,MLB
1979,HR_roll3,3344.3333333333335,pitching,MLB
1980,HR_roll3,3158.6666666666665,pitching,MLB
1981,HR_roll3,2767.0,pitching,MLB
1982,HR_roll3,2749.0,pitching,MLB
1983,HR_roll3,2820.3333333333335,pitching,MLB
1984,HR_roll3,3312.6666666666665,pitching,MLB
1985,HR_roll3,3387.0,pitching,MLB
1986,HR_roll3,3557.6666666666665,pitching,MLB
1987,HR_roll3,3957.6666666666665,pitching,MLB
1988,HR_roll3,3817.0,pitching,MLB
1989,HR_roll3,3573.6666666666665,pitching,MLB
1990,HR_roll3,3193.3333333333335,pitching,MLB
1991,HR_roll3,3261.0,pitching,MLB
1992,HR_roll3,3246.0,pitching,MLB
1993,HR_roll3,3483.6666666666665,pitching,MLB
1994,HR_roll3,3458.0,pitching,MLB
1995,HR_roll3,3805.6666666666665,pitching,MLB
1996,HR_roll3,4116.333333333333,pitching,MLB
1997,HR_roll3,4561.0,pitching,MLB
1998,HR_roll3,4888.666666666667,pitching,MLB
1999,HR_roll3,5077.333333333333,pitching,MLB
2000,HR_roll3,5428.333333333333,pitching,MLB
2001,HR_roll3,5559.666666666667,pitching,MLB
2002,HR_roll3,5403.333333333333,pitching,MLB
2003,HR_roll3,5241.333333333333,pitching,MLB
2004,HR_roll3,5239.0,pitching,MLB
2005,HR_roll3,5225.0,pitching,MLB
2006,HR_roll3,5284.666666666667,pitching,MLB
2007,HR_roll3,5120.0,pitching,MLB
2008,HR_roll3,5073.666666666667,pitching,MLB
2009,HR_roll3,4959.0,pitching,MLB
2010,HR_roll3,4844.333333333333,pitching,MLB
2011,HR_roll3,4735.666666666667,pitching,MLB
2012,HR_roll3,4699.666666666667,pitching,MLB
2013,HR_roll3,4715.666666666667,pitching,MLB
2014,HR_roll3,4593.666666666667,pitching,MLB
2015,HR_roll3,4585.333333333333,pitching,MLB
2016,HR_roll3,4901.666666666667,pitching,MLB
2017,HR_roll3,5541.333333333333,pitching,MLB
2018,HR_roll3,5766.666666666667,pitching,MLB
2019,HR_roll3,6155.333333333333,pitching,MLB
2020,HR_roll3,4888.333333333333,pitching,MLB
2021,HR_roll3,5008.0,pitching,MLB
2022,HR_roll3,4487.666666666667,pitching,MLB
2023,HR_roll3,5675.666666666667,pitching,MLB
2024,HR_roll3,5512.0,pitching,MLB
1876,IP_roll3,4739.333333333333,pitching,MLB
1877,IP_roll3,3990.1666666666665,pitching,MLB
1878,IP_roll3,3768.111111111111,pitching,MLB
1879,IP_roll3,4120.666666666667,pitching,MLB
1880,IP_roll3,5050.777777777777,pitching,MLB
1881,IP_roll3,5938.888888888888,pitching,MLB
1882,IP_roll3,6020.777777777777,pitching,MLB
1883,IP_roll3,6329.111111111112,pitching,MLB
1884,IP_roll3,7015.0,pitching,MLB
1885,IP_roll3,7601.777777777777,pitching,MLB
1886,IP_roll3,8124.0,pitching,MLB
1887,IP_roll3,8400.111111111111,pitching,MLB
1888,IP_roll3,8984.444444444445,pitching,MLB
1889,IP_roll3,9245.444444444445,pitching,MLB
1890,IP_roll3,9451.444444444443,pitching,MLB
1891,IP_roll3,9519.666666666666,pitching,MLB
1892,IP_roll3,11786.555555555557,pitching,MLB
1893,IP_roll3,13243.888888888889,pitching,MLB
1894,IP_roll3,14600.77777777778,pitching,MLB
1895,IP_roll3,13834.222222222224,pitching,MLB
1896,IP_roll3,13800.11111111111,pitching,MLB
